kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,231,awara-grandia-housen,あわら温泉 グランディア芳泉,awara,福井県,https://www.g-housen.co.jp/,https://travel.rakuten.co.jp/HOTEL/16207/review.html,https://travel.rakuten.co.jp/HOTEL/16207/16207.html,"楽天/公式系表面で総111室、露天風呂付客室、大浴場、あわら温泉の大型高級宿として確認","Rakuten surface shows high-volume pool; one readable review says Sakura-tei suite semi-open-air room bath is not onsen while public bath satisfied, plus family/lounge/buffet signals",official_and_high_volume_ota_bath_surface_confirmed,room_bath_not_onsen_check_and_public_bath_split,"大型リゾート旅館。客室半露天が温泉でない部屋タイプがあるため、room_bath_hot_springに一括タグしない。大浴場/露天/食事/子連れ導線を分ける",https://www.g-housen.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/16207/review.html ; https://travel.rakuten.co.jp/HOTEL/16207/16207.html ; https://4travel.jp/dm_hotel-10053753
accommodation,232,awara-matsuya-sensen,まつや千千,awara,福井県,https://matuyasensen.co.jp/,https://travel.rakuten.co.jp/HOTEL/84545/review.html,https://travel.rakuten.co.jp/HOTEL/84545/84545.html,"楽天/公式系表面で源泉大浴場「千のこぼれ湯」、大浴場、露天風呂、総部屋数と高レビュー件数を確認","Rakuten/JTB surfaces mention spacious public bath, open-feeling open-air, cleanliness, elderly companion use, food satisfaction; visible Rakuten marker around 1,893 reviews",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"大浴場競争力が中心。客室露天ではなく源泉大浴場・露天・清掃・高齢者利用・大型旅館導線を優先",https://matuyasensen.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/84545/review.html ; https://travel.rakuten.co.jp/HOTEL/84545/84545.html ; https://www.jtb.co.jp/kokunai-hotel/htl/5372009/review/
accommodation,233,awara-mimatsu,あわら温泉 美松,awara,福井県,https://www.mimatu.net/,https://travel.rakuten.co.jp/HOTEL/8114/review.html,https://travel.rakuten.co.jp/HOTEL/8114/8114.html,"公式/Rakutenで露天風呂付きプライベート客室、自家源泉、温泉露天風呂付き客室、ドリンクインクルーシブを確認","Rakuten/JTB surfaces mention good water quality, room open-air bath, old but clean building, inclusive drinks, kid-friendly and service signals",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_old_building_check,"客室露天と自家源泉の宿。大浴場/客室露天/インクルーシブ/古さと清潔感/子連れ信号を分ける",https://www.mimatu.net/ ; https://travel.rakuten.co.jp/HOTEL/8114/review.html ; https://travel.rakuten.co.jp/HOTEL/8114/8114.html ; https://www.jtb.co.jp/kokunai-hotel/htl/5372011/review/
accommodation,234,awara-tsuruya,あわら温泉 つるや,awara,福井県,https://awara-turuya.jp/,https://www.ikyu.com/00001459/review/,https://travel.yahoo.co.jp/00001459/review/,"公式/Ikkyu/Yahooで源泉かけ流しの湯宿、足湯、温泉卵サービス、源泉かけ流し泉質評価を確認","Ikkyu/Yahoo/JTB surfaces repeatedly mention source-flow, soft water, quiet bathing, old ryokan cleanliness and hospitality",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"伝統小宿の源泉かけ流し型。部屋風呂より大浴場/源泉/足湯/温泉卵/老舗清潔感を中心にタグ化する",https://awara-turuya.jp/ ; https://www.ikyu.com/00001459/review/ ; https://travel.yahoo.co.jp/00001459/review/ ; https://www.jtb.co.jp/kokunai-hotel/htl/5372003/review/
accommodation,235,higashiyama-mukaitaki,会津東山温泉 向瀧,higashiyama,福島県,https://www.mukaitaki.com/,https://www.ikyu.com/00001041/review/,https://onsen.nifty.com/aiduwakamatsu-onsen/onsen007001/kuchikomi/,"公式で登録有形文化財の木造旅館、温泉遺産源泉かけ流し、貸切家族風呂、部屋食、同名類似宿注意を確認","Ikkyu/Nifty surfaces mention source-flow good water, toji-like bath atmosphere, natural spring flow and cultural-property lodging experience",official_and_multi_review_surface_confirmed,ready_for_deep_review_with_identity_and_culture_split,"文化財旅館。温泉評価と建築/雪見ろうそく/部屋食/レトロ体験が強く混ざる。同名類似宿との混同も注意",https://www.mukaitaki.com/ ; https://www.mukaitaki.com/koe/ ; https://www.ikyu.com/00001041/review/ ; https://onsen.nifty.com/aiduwakamatsu-onsen/onsen007001/kuchikomi/
accommodation,236,higashiyama-shosuke,会津東山温泉 庄助の宿 瀧の湯,higashiyama,福島県,https://shousuke.com/,https://travel.rakuten.co.jp/HOTEL/5738/review.html,https://travel.rakuten.co.jp/HOTEL/5738/5738.html,"公式/Rakutenで伏見ヶ滝を望む絶景露天風呂、貸切風呂、足湯、開湯1300年の東山温泉を確認","Rakuten surface shows very large visible pool around 3,907 reviews and repeated waterfall-view open-air/private bath/footbath satisfaction signals",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_crowding_private_bath_check,"滝ビュー大浴場型。絶景露天、貸切風呂、足湯、日帰り/素泊まり導線、大型レビューの混雑・予約信号を確認",https://shousuke.com/ ; https://travel.rakuten.co.jp/HOTEL/5738/review.html ; https://travel.rakuten.co.jp/HOTEL/5738/5738.html ; https://oyutabi.biglobe.ne.jp/h3792/
accommodation,237,ikaho-kaichoro,奥伊香保 旅邸 諧暢楼,ikaho,群馬県,https://www.kaichoro.jp/,https://www.ikyu.com/00001420/review/,https://travel.yahoo.co.jp/00001420/info/,"公式/Yahoo/Rakutenで全8室、全客室に伊香保「白銀の湯」の専用露天風呂、姉妹館福一で黄金の湯/白銀の湯大浴場利用を確認","Ikkyu/JTB/Agoda surfaces mention room open-air comfort, terrace after-bath, privacy, almost no encounter with other guests, high cleanliness",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_with_gold_silver_split,"高級小規模客室露天型。客室は白銀の湯、姉妹館大浴場は黄金/白銀の2湯。伊香保だからと黄金の湯扱いしない",https://www.kaichoro.jp/ ; https://www.kaichoro.jp/japanese-suite/ ; https://www.ikyu.com/00001420/review/ ; https://travel.yahoo.co.jp/00001420/info/ ; https://travel.rakuten.co.jp/HOTEL/80625/80625.html
accommodation,238,ikaho-kanouya,伊香保温泉 かのうや,ikaho,群馬県,https://www.cable-yado.com/,https://travel.rakuten.co.jp/HOTEL/7050/review.html,https://travel.rakuten.co.jp/HOTEL/7050/7050.html,"公式/Rakutenで露天風呂付き客室、貸切風呂、白銀の湯、大浴場、無料家族風呂、有料貸切露天風呂、サウナ/低温ジャグジーを確認","Rakuten surface mentions cable-car access, quiet forest setting, white-silver water, source-flow wording in review, large review pool and food/staff strength",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_access_and_water_name_check,"白銀の湯中心。ケーブルカー導線、家族風呂/貸切露天、露天付き客室、2025サウナ/ジャグジーを分ける",https://www.cable-yado.com/ ; https://travel.rakuten.co.jp/HOTEL/7050/review.html ; https://travel.rakuten.co.jp/HOTEL/7050/7050.html ; https://oyutabi.biglobe.ne.jp/h5527/
accommodation,239,ikaho-kokuya,伊香保温泉 心に咲く花 古久家,ikaho,群馬県,https://kokuyaryokan.com/,https://travel.rakuten.co.jp/HOTEL/6213/6213.html,https://www.jalan.net/yad310483/,"公式/Rakutenで伊香保名物「黄金の湯」を湯元から引く源泉かけ流し、露天風呂付き客室、展望大浴場を確認","Rakuten/Jalan/JTB surfaces show large review pool, golden source-flow room/open-air positioning, stone-step street access and view/food/staff signals",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"黄金の湯源泉かけ流し候補。客室露天、展望大浴場、石段街徒歩導線、色浴衣/観光信号を分ける",https://kokuyaryokan.com/ ; https://travel.rakuten.co.jp/HOTEL/6213/6213.html ; https://www.jalan.net/yad310483/ ; https://www.jtb.co.jp/kokunai-hotel/htl/3228011/review/
accommodation,240,ikaho-oyado-tamaki,お宿玉樹,ikaho,群馬県,https://www.oyado-tamaki.com/,https://travel.rakuten.co.jp/HOTEL/2630/review.html,https://www.ikyu.com/00000975/,"公式/Ikkyuで黄金の湯と白銀の湯の両方、露天風呂付き客室、展望風呂付き客室、畳廊下の小規模旅館を確認","Rakuten/Ikkyu/JTB surfaces mention room open-air size satisfaction, parking/ropeway/stone-step shuttle, but one Ikkyu review flags room open-air privacy from nearby parking and shower holder issue",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_with_privacy_and_two_waters_check,"黄金/白銀の両方を使う伊香保宿。客室露天、貸切/大浴場、送迎、駐車場からの見え方、シャワー設備を分ける",https://www.oyado-tamaki.com/ ; https://travel.rakuten.co.jp/HOTEL/2630/review.html ; https://www.ikyu.com/00000975/ ; https://www.jtb.co.jp/kokunai-hotel/htl/3228030/review/
