kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,251,izu-nagaoka-yoshiharu,湯めぐりの宿 吉春,izu-nagaoka,静岡県,https://www.izunagaoka-yoshiharu.co.jp/,https://travel.rakuten.co.jp/HOTEL/31173/review.html,https://travel.rakuten.co.jp/HOTEL/31173/31173.html,公式/Rakutenで5つの貸切露天風呂、10の露天風呂付き客室、岩盤浴、足湯、湯めぐり型の温泉旅館を確認,"Rakuten/Yahoo surfaces mention room terrace open-air, public bath and private open-air repeated use, soft water, many baths and high bath score",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_private_bath_split,貸切露天5つ、客室露天、大浴場、岩盤浴、足湯が混在。予約不要/空き利用の貸切風呂導線と客室露天を分ける,https://www.izunagaoka-yoshiharu.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/31173/review.html ; https://travel.rakuten.co.jp/HOTEL/31173/31173.html ; https://travel.rakuten.co.jp/HOTEL/31173/CUSTOM/GW31173170922143549.html ; https://travel.yahoo.co.jp/00000913/
accommodation,252,kaike-kasuitei,皆生温泉 華水亭,kaike,鳥取県,https://kaikeonsenkasuitei.jp/,https://travel.rakuten.co.jp/HOTEL/2038/review.html,https://travel.rakuten.co.jp/HOTEL/2038/2038_onsen.html,公式/Rakutenで自家源泉の露天風呂、露天風呂付き客室、日本海を一望できる展望大浴場、露天風呂、サウナ、家族風呂を確認,"Rakuten surface mentions sea-view rooms and open-air view satisfaction, food and service strength; bath proposition is public sea-view plus room open-air",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_view_room_bath_split,日本海展望大浴場と自家源泉露天が中心。露天風呂付き客室、家族風呂、サウナ、海ビューを分ける,https://kaikeonsenkasuitei.jp/ ; https://travel.rakuten.co.jp/HOTEL/2038/review.html ; https://travel.rakuten.co.jp/HOTEL/2038/2038.html ; https://travel.rakuten.co.jp/HOTEL/2038/2038_onsen.html
accommodation,253,kaike-shiontei,皆生温泉 やど紫苑亭,kaike,鳥取県,https://yado-shiontei.jp/,https://www.ikyu.com/00002863/,https://travel.yahoo.co.jp/00002863/review/,公式で1日10室限定、客室露天/内風呂で天然温泉、1日1組限定の源泉かけ流し貸切温泉を確認,"Ikkyu/Yahoo surfaces mention private bath highly satisfying, room semi-open-air depth adjustment, high-end crab/kaiseki and premium service",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_with_private_bath_fee_split,高級小規模宿。客室内温泉、源泉かけ流し貸切温泉、貸切別料金、料理長演出/蟹会席を分ける,https://yado-shiontei.jp/ ; https://www.ikyu.com/00002863/ ; https://travel.yahoo.co.jp/00002863/review/ ; https://www.instagram.com/kaike_yado_shiontei/
accommodation,254,kaike-yugetsu,皆生游月,kaike,鳥取県,https://kaike-yugetsu.jp/,https://travel.rakuten.co.jp/HOTEL/168732/review.html,https://travel.rakuten.co.jp/HOTEL/168732/168732.html,公式/Rakutenで全室オーシャンビュー、全室温泉露天風呂、インフィニティ天空露天風呂を確認。ただし大浴場/天空露天は循環式、客室テラス露天は溜め湯式でかけ流しではない,Rakuten surfaces mention rooftop infinity open-air and location as strong positives; room open-air also praised but official FAQ limits source-flow interpretation,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_circulation_and_tameyu_split,全室温泉露天だが源泉かけ流しではない。大浴場/天空露天の循環式、客室露天の溜め湯式、茶褐色濁り、海ビューを分ける,https://kaike-yugetsu.jp/ ; https://kaike-yugetsu.jp/rooms/ ; https://travel.rakuten.co.jp/HOTEL/168732/review.html ; https://travel.rakuten.co.jp/HOTEL/168732/168732.html ; https://travel.rakuten.co.jp/HOTEL/168732/168732_onsen.html
accommodation,255,kaike-yurari,皆生温泉 海色・湯の宿 松月,kaike,鳥取県,https://www.shogetsu.co.jp/,https://travel.rakuten.co.jp/HOTEL/5666/review.html,https://travel.rakuten.co.jp/HOTEL/5666/5666.html,公式/Rakutenで最上階の日本海/大山眺望大浴場、露天風呂、4つの貸切温泉露天風呂、露天風呂付客室を確認,"Rakuten surfaces mention many bath types, rooftop public bath and private baths, and use of sister property Yugetsu bath; food and sea-view signals also strong",official_and_high_volume_ota_bath_surface_confirmed,slug_identity_recheck_then_ready_for_deep_review,slugはkaike-yurariだが日本語名/公式は皆生松月。松月として整理が必要。眺望大浴場、4貸切露天、客室露天、姉妹館游月利用を分ける,https://www.shogetsu.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/5666/review.html ; https://travel.rakuten.co.jp/HOTEL/5666/5666.html ; https://www.jalan.net/yad334440/
accommodation,256,toba-todaya,戸田家,toba,三重県,https://www.todaya.co.jp/,https://travel.rakuten.co.jp/HOTEL/4761/review.html,https://travel.rakuten.co.jp/HOTEL/4761/4761.html,公式/Rakutenで鳥羽温泉郷の大型旅館、5種類の無料貸切風呂、2種類の有料貸切風呂、温泉村の湯めぐり、大浴場を確認,"Rakuten surfaces mention family travel, food strength, free private baths and bath-village expectation; negative checks should focus on crowding/aging/flow",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_bath_village_flow_split,大型温泉ホテル。無料貸切風呂5、有料貸切2、大浴場、温泉村、プール/食事/家族利用を分ける,https://www.todaya.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/4761/review.html ; https://travel.rakuten.co.jp/HOTEL/4761/4761.html ; https://www.todaya.co.jp/rakuten_travel/room/ ; https://travel.rakuten.co.jp/HOTEL/4761/TOPIC/
accommodation,257,shirahama-kawakyu,ホテル川久,shirahama,和歌山県,https://www.hotel-kawakyu.jp/,https://travel.rakuten.co.jp/HOTEL/14111/review.html,https://travel.rakuten.co.jp/HOTEL/14111/14111_onsen.html,楽天/公式系表面で温泉サロンROYAL SPA、田辺湾を望む露天風呂、岩露天風呂、温泉露天風呂付きスパスイートを確認,"Rakuten surfaces mention bath gender-switching, royal/luxury bath atmosphere, buffet strength and occasional room-service/cleanliness detail checks",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_luxury_resort_bath_split,豪華リゾート型。温泉サロン2系統、田辺湾ビュー露天、岩露天、露天風呂付きスイート、王様のビュッフェ信号を分ける,https://www.hotel-kawakyu.jp/ ; https://travel.rakuten.co.jp/HOTEL/14111/review.html ; https://travel.rakuten.co.jp/HOTEL/14111/14111.html ; https://travel.rakuten.co.jp/HOTEL/14111/14111_onsen.html
accommodation,258,shirahama-key-terrace,SHIRAHAMA KEY TERRACE HOTEL SEAMORE,shirahama,和歌山県,https://www.keyterrace.co.jp/,https://travel.rakuten.co.jp/HOTEL/166965/review.html,https://travel.rakuten.co.jp/HOTEL/166965/166965_onsen.html,公式/Rakutenで源泉掛け流しの海絶景温泉、大浴場、露天風呂、サウナ、足湯、岩盤浴系設備を確認,"Rakuten surfaces mention ocean-view footbath, wide baths with partitioned washing area, sea-wind open-air view, buffet and resort lounge value",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_dayuse_and_footbath_split,大型海景リゾート。源泉掛け流し大浴場/露天、足湯、サウナ、岩盤浴、日帰り/レジデンス利用導線を分ける,https://www.keyterrace.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/166965/review.html ; https://travel.rakuten.co.jp/HOTEL/166965/166965_onsen.html ; https://travel.rakuten.co.jp/HOTEL/173031/gallery.html
accommodation,259,shirahama-yanagiya,白浜温泉 家族とすごす白浜の宿 柳屋,shirahama,和歌山県,https://www.yanagiya-hotel.jp/,https://travel.rakuten.co.jp/HOTEL/9133/review.html,https://www.jalan.net/yad364545/,公式/Rakuten/Jalanで大浴場・露天風呂等すべての湯船が源泉掛け流し、客室露天風呂付き久遠、貸切風呂、家族向け宿を確認,"Rakuten/Jalan surfaces mention room open-air skin-smooth satisfaction, child/family friendliness, all-ocean-view and 100% source-flow appeal",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_room_type_source_split,温泉露天風呂付客室と沸かし湯半露天客室が混在するため部屋タイプを必ず分ける。源泉掛け流し大浴場/客室久遠/貸切風呂/子連れを分ける,https://www.yanagiya-hotel.jp/ ; https://www.yanagiya-hotel.jp/rooms/ ; https://travel.rakuten.co.jp/HOTEL/9133/review.html ; https://travel.rakuten.co.jp/HOTEL/9133/9133.html ; https://www.jalan.net/yad364545/ ; https://www.shirahama-ryokan.jp/yado/yanagiya.html
accommodation,260,akiu-hotel-zuiho,仙台 秋保温泉 ホテル瑞鳳,akiu,宮城県,https://www.zuiho.jp/,https://travel.rakuten.co.jp/HOTEL/30766/review.html,https://www.jalan.net/yad309236/kuchikomi/,公式/Rakuten/Jalanで日本庭園の中の6つの露天風呂、広い大浴場、サウナ、秋保温泉、別館櫻離宮の露天風呂付き客室連携を確認,"Jalan shows very large visible pool; reviews mention many open-air baths, standing bath, buffet scale, wide building, and Sakurarikyu room open-air vs main-building public bath split",official_and_high_volume_multi_ota_bath_surface_confirmed,ready_for_deep_review_with_sakurarikyu_split,本館大型温泉ホテルと櫻離宮を分ける。6露天、大浴場、立ち湯、サウナ、混雑/広い館内、ビュッフェ導線を確認,https://www.zuiho.jp/ ; https://www.sakurarikyu.com/ ; https://travel.rakuten.co.jp/HOTEL/30766/review.html ; https://travel.rakuten.co.jp/HOTEL/30766/30766.html ; https://www.jalan.net/yad309236/kuchikomi/ ; https://travel.rakuten.co.jp/HOTEL/128486/review.html ; https://www.jalan.net/yad382760/
accommodation,261,akiu-ryokusuitei,仙台 秋保温泉 篝火の湯 緑水亭,akiu,宮城県,https://www.ryokusuitei.co.jp/,https://travel.rakuten.co.jp/HOTEL/15989/review.html,https://travel.yahoo.co.jp/00002196/review/,公式/Rakutenで東日本屈指の広さを誇る露天風呂「篝火の湯」、天然温泉、美肌の湯、秋保温泉高台の一軒宿を確認,"Rakuten/Yahoo surfaces mention illuminated outdoor bath, long walk/downstairs to open-air, bear/scary night concern, and a review says room open-air was not onsen while public bath warmed well",official_and_high_volume_ota_bath_surface_confirmed,room_open_air_not_onsen_check_and_public_bath_split,露天風呂付き客室を温泉扱いしない。篝火の湯/大浴場/客室露天非温泉/夜間導線/熊や階段不安を分ける,https://www.ryokusuitei.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/15989/review.html ; https://travel.rakuten.co.jp/HOTEL/15989/15989.html ; https://travel.yahoo.co.jp/00002196/review/
accommodation,262,isawa-hotel-fuji,ホテルふじ,isawa,山梨県,https://www.hotel-fuji.jp/,https://travel.rakuten.co.jp/HOTEL/27753/review.html,https://travel.rakuten.co.jp/HOTEL/27753/27753.html,公式/Rakutenで県内最大級の大岩風呂「信玄」、大庭園風呂「きんすい」、露天風呂「寿々」「風林」、有料貸切展望風呂を確認,"Rakuten surfaces mention clean open-air bath, huge rock bath, buffet, check-in waiting and older rooms; bath proposition is large public bath more than room bath",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_large_public_bath_split,大型大浴場ホテル。大岩風呂、大庭園風呂、露天、貸切展望風呂、客室古さ、チェックイン混雑を分ける,https://www.hotel-fuji.jp/ ; https://travel.rakuten.co.jp/HOTEL/27753/review.html ; https://travel.rakuten.co.jp/HOTEL/27753/27753.html ; https://travel.rakuten.co.jp/HOTEL/27753/gallery.html
accommodation,263,kawaguchiko-fuji-lake,FUJI LAKE HOTEL / 富士レークホテル,kawaguchiko,山梨県,https://www.fujilake.co.jp/,https://travel.rakuten.co.jp/HOTEL/7298/review.html,https://travel.rakuten.co.jp/HOTEL/7298/7298.html,公式/Rakutenで富士山地下1500m由来の天然温泉、大浴場、露天風呂、サウナ、ジェットバス、露天風呂付客室を確認,"Rakuten surfaces mention relaxed uncrowded baths, accessible bath lift, room/open-air view but one review says public open-air view could be better",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_accessibility_and_view_split,富士/河口湖ビューとアクセシビリティが強い。大浴場、客室露天、入浴介助リフト、眺望不足、湖/富士側部屋を分ける,https://www.fujilake.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/7298/review.html ; https://travel.rakuten.co.jp/HOTEL/7298/7298.html ; https://travel.rakuten.co.jp/HOTEL/7298/gallery.html
accommodation,264,kawaguchiko-kukuna,THE KUKUNA,kawaguchiko,山梨県,https://kukuna.jp/,https://www.ikyu.com/00001258/review/,https://www.ikyu.com/00001258/,公式/Ikkyuで河口湖畔の全室レイクビューリゾート、温泉SPA、富士山ビュー露天風呂付き客室候補を確認,"Ikkyu/Gpoint surfaces mention Fuji-view room open-air, terrace/jacuzzi, panoramic public bath, strong view and food satisfaction; water character signal is weaker than view signal",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_with_view_vs_water_texture_split,富士山/河口湖ビューリゾート。客室露天・ジャグジー、展望大浴場、富士ビュー、ハーフビュッフェを分け、水質感は別途確認,https://kukuna.jp/ ; https://www.ikyu.com/00001258/review/ ; https://www.ikyu.com/00001258/ ; https://travel.gpoint.co.jp/daredoko/h19215/
accommodation,265,kawaguchiko-ooya,富士河口湖温泉 花水庭 おおや,kawaguchiko,山梨県,https://www.kasuitei-ooya.co.jp/,https://travel.rakuten.co.jp/HOTEL/8125/review.html,https://travel.rakuten.co.jp/HOTEL/8125/8125.html,公式/Rakutenで最上階展望風呂、河口湖眺望、露天風呂付客室、低張性弱アルカリ性泉/石膏泉/カルシウム・ナトリウム塩化物泉を確認,"Rakuten surfaces mention room attached open-air, public/top-floor view bath satisfaction, but also weak shower pressure in room open-air area",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_room_shower_pressure_check,最上階展望風呂と客室露天を分ける。部屋付き露天のシャワー水圧、観光地感、食事/若手接客信号も確認,https://www.kasuitei-ooya.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/8125/review.html ; https://travel.rakuten.co.jp/HOTEL/8125/8125.html ; https://www.tour.ne.jp/j_hotel/2906/
