kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,121,zao-lucent,蔵王温泉 蔵王国際ホテル,zao-yamagata,山形県,https://www.zao-kokusaihotel.jp/,https://travel.rakuten.co.jp/HOTEL/5723/review.html,https://travel.rakuten.co.jp/HOTEL/5723/5723.html,公式/Rakutenで天然温泉100%の乳白色硫黄泉、雪見露天評価表面を確認,Rakuten review surface shows 806 marker and 2026 reviews praising onsen; Google hotel surface exists,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,蔵王の強酸性硫黄泉候補。乳白色/硫黄臭/雪見露天/源泉100%を浴場別に深掘り,https://www.zao-kokusaihotel.jp/ ; https://travel.rakuten.co.jp/HOTEL/5723/review.html ; https://travel.rakuten.co.jp/HOTEL/5723/5723.html
accommodation,122,zao-miyagiya,蔵王温泉 深山荘高見屋,zao-yamagata,山形県,https://www.zao.co.jp/takamiya/,https://www.jalan.net/yad321744/kuchikomi/,https://travel.rakuten.co.jp/HOTEL/38534/review.html,公式で享保元年創業、自家源泉を情緒ある湯舟で楽しむ老舗旅館として確認,"Jalan/Rakuten surfaces mention 100% source-flow, hot water, stairs/no elevator burden",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,自家源泉掛け流し評価が強い。館内階段/段差と高齢者負荷も同時に 확인,https://www.zao.co.jp/takamiya/ ; https://www.jalan.net/yad321744/kuchikomi/ ; https://travel.rakuten.co.jp/HOTEL/38534/review.html ; https://travel.rakuten.co.jp/HOTEL/38534/38534.html
accommodation,123,tamatsukuri-chorakuen,玉造温泉 湯之助の宿 長楽園,tamatsukuri,島根県,https://www.chorakuen.jp/,https://travel.rakuten.co.jp/HOTEL/12628/review.html,https://www.jalan.net/yad323049/,楽天/Jalanで120坪混浴庭園大露天風呂、天然温泉100%、一部循環ろ過表示、客室にも温泉供給を確認,Rakuten/Jalan surfaces mention very large open-air bath; bathing wear/mixed-bath expectation likely important,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,120坪混浴大露天が主価値。混浴/湯浴み着/一部循環ろ過/客室温泉を分ける,https://www.chorakuen.jp/ ; https://travel.rakuten.co.jp/HOTEL/12628/review.html ; https://travel.rakuten.co.jp/HOTEL/12628/12628.html ; https://www.jalan.net/yad323049/
accommodation,124,tamatsukuri-kasuien-minami,玉造温泉 佳翠苑皆美,tamatsukuri,島根県,https://www.kasuien-minami.jp/,https://travel.rakuten.co.jp/HOTEL/7798/review.html,https://travel.rakuten.co.jp/HOTEL/7798/7798.html,公式/Rakutenで玉造温泉、檜と岩の大浴場「浮殿」など複数浴場を確認,Rakuten review surface shows strong service and two-bath/crowd-status mentions; review volume likely high,official_and_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,大型高級旅館。浴場数/混雑表示/美肌湯評価を分ける,https://www.kasuien-minami.jp/ ; https://travel.rakuten.co.jp/HOTEL/7798/review.html ; https://travel.rakuten.co.jp/HOTEL/7798/7798.html
accommodation,125,tamatsukuri-yunosuke,玉造グランドホテル長生閣,tamatsukuri,島根県,https://www.choseikaku.co.jp/,https://www.jalan.net/yad306939/kuchikomi/,https://travel.rakuten.co.jp/HOTEL/10743/review.html,公式でめのうを敷き詰めた大浴場、全国有数の美肌の湯を確認,Rakuten review surface shows 855 marker; Jalan recent review praises agate bath and smooth skin,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,めのう風呂/すべすべ美肌湯が主価値。食事評価との切り分け 필요,https://www.choseikaku.co.jp/ ; https://www.jalan.net/yad306939/kuchikomi/ ; https://travel.rakuten.co.jp/HOTEL/10743/review.html ; https://travel.rakuten.co.jp/HOTEL/10743/10743.html
accommodation,126,echigo-yuzawa-nakaya,越後湯沢温泉 一望千里 御湯宿 中屋,echigo-yuzawa,新潟県,https://www.onyuyado-nakaya.co.jp/,https://travel.rakuten.co.jp/HOTEL/28757/review.html,https://www.jalan.net/yad326010/,公式/Rakutenで高台の老舗宿、源泉かけ流し露天風呂、露天風呂付客室、眺望を確認,"Rakuten shows 181 marker; Jalan/Rakuten surfaces mention toromi, low-temp sauna, room open-air bath",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,源泉かけ流し露天と客室露天/眺望が強み。建物古さと温泉評価を 분리,https://www.onyuyado-nakaya.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/28757/review.html ; https://travel.rakuten.co.jp/HOTEL/28757/28757.html ; https://www.jalan.net/yad326010/
accommodation,127,echigo-yuzawa-quattro,四季Yuzawa QUATTRO,echigo-yuzawa,新潟県,https://www.quattro-yuzawa.jp/,https://www.jalan.net/yad379381/,https://travel.rakuten.co.jp/HOTEL/141245/review.html,公式/Jalan/Rakutenで全室源泉かけ流し露天風呂付き、客室露天風呂、単純温泉を確認,Rakuten shows 137 marker; Jalan notes all rooms have source-flow open-air bath,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,全室客室露天型。大浴場よりroom_open_air_bath中心に扱う,https://www.quattro-yuzawa.jp/ ; https://www.jalan.net/yad379381/ ; https://travel.rakuten.co.jp/HOTEL/141245/review.html ; https://travel.rakuten.co.jp/HOTEL/141245/141245_onsen.html
accommodation,128,echigo-yuzawa-ryugon,ryugon,echigo-yuzawa,新潟県,https://ryugon.co.jp/,https://travel.rakuten.co.jp/HOTEL/176999/review.html,https://www.jalan.net/yad310044/kuchikomi/,公式で温泉とサウナ、古民家ホテル、Villa Suiteに温泉を引き込んだ露天風呂を確認。楽天で六日町温泉の湧出量表面あり,"Rakuten/Jalan surfaces mention nearly private bath, old-house atmosphere, room open-air bath for some suites",official_and_multi_ota_bath_surface_confirmed,needs_room_type_bath_detail_check,全室客室露天ではない。古民家ホテル体験と温泉/サウナ/客室露天を分離,https://ryugon.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/176999/review.html ; https://travel.rakuten.co.jp/HOTEL/176999/176999_onsen.html ; https://www.jalan.net/yad310044/kuchikomi/
accommodation,129,echigo-yuzawa-takahan,越後湯沢温泉 雪国の宿 高半,echigo-yuzawa,新潟県,https://www.takahan.co.jp/,https://travel.rakuten.co.jp/HOTEL/18332/review.html,https://www.jalan.net/yad323071/,公式で100%天然の源泉かけ流し「卵の湯」を確認,"Rakuten shows 350 marker; Jalan/Rakuten surfaces mention faint sulfur, alkaline smooth feel, uncrowded bath",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,卵の湯/源泉かけ流し/硫黄微香/つるつる感が強い。宿泊施設古さと分ける,https://www.takahan.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/18332/review.html ; https://travel.rakuten.co.jp/HOTEL/18332/18332.html ; https://www.jalan.net/yad323071/
accommodation,130,senami-haginoya,瀬波温泉 瀬波グランドホテル はぎのや,senami,新潟県,https://senamionsen.com/,https://travel.rakuten.co.jp/HOTEL/10690/review.html,https://www.jalan.net/yad309190/kuchikomi/,公式で露天風呂付客室、温泉、趣ある露天風呂を確認。楽天で大浴場/サウナ/露天風呂設備を確認,"Rakuten shows 2,928 reviews; Jalan has 2026 reviews praising bath and late bathing",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,高レビュー量。3箇所浴場/露天風呂付客室/遅い入浴時間/設備古さを分ける,https://senamionsen.com/ ; https://travel.rakuten.co.jp/HOTEL/10690/review.html ; https://travel.rakuten.co.jp/HOTEL/10690/10690.html ; https://www.jalan.net/yad309190/kuchikomi/
