kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,181,toba-kisara-bettei-toki,季さら別邸 刻,toba,三重県,https://www.toba-kisara.com/toki/,https://travel.rakuten.co.jp/HOTEL/172767/review.html,https://www.ikyu.com/00002691/,"公式/Rakutenで全10室離れ、客室露天と内風呂、七栗の湯/社宮司温泉、アルカリ性泉質を確認","Rakuten/Ikkyu/Relux surfaces mention room indoor bath + open-air + footbath, temperature-adjustable bath, slippery/toro water, high private-stay satisfaction and some insects/meal-time notes",official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"季さら本館と別行。客室内湯/露天/足湯、七栗の湯、部屋食・子連れ/妊婦需要を分ける",https://www.toba-kisara.com/toki/ ; https://travel.rakuten.co.jp/HOTEL/172767/review.html ; https://travel.rakuten.co.jp/HOTEL/172767/172767.html ; https://www.ikyu.com/00002691/ ; https://rlx.jp/23788/review/
accommodation,182,toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,hokkaido-toyako,北海道,https://www.konosumika.com/,https://travel.rakuten.co.jp/HOTEL/172346/review.html,https://travel.rakuten.co.jp/HOTEL/172346/172346_onsen.html,"公式/Rakutenで全室レイクビュー・客室温泉露天風呂付、天空露天風呂「湖上の湯」、洞爺湖一体感の温泉を確認","Rakuten surfaces mention all-room onsen open-air and sky open-air bath, but room bath temperature adjustment can be difficult; parking/check-in friction also visible",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"全室温泉露天+大浴場眺望が強い。客室湯温調整、湖ビュー、サンパレス本館利用/動線を確認",https://www.konosumika.com/ ; https://travel.rakuten.co.jp/HOTEL/172346/review.html ; https://travel.rakuten.co.jp/HOTEL/172346/172346.html ; https://travel.rakuten.co.jp/HOTEL/172346/172346_onsen.html
accommodation,183,tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,tokachigawa,北海道,https://seijyakubow.jp/,https://www.ikyu.com/00003001/,https://oyutabi.biglobe.ne.jp/h18156807/,"公式/一休で十勝川モール温泉、全室源泉かけ流し露天風呂付き、総平屋建て宿を確認","Ikkyu surfaces mention wide room open-air bath, source-flow moor water, yuno-hana, soft texture, star view, high food/service satisfaction; visible review pool is smaller but signal is clear",official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,"全室源泉かけ流しモール温泉の強候補。湯の華/やわらかさ/客室露天の広さを重点タグ化",https://seijyakubow.jp/ ; https://www.ikyu.com/00003001/ ; https://oyutabi.biglobe.ne.jp/h18156807/ ; https://www.instagram.com/seijyakubow/
accommodation,184,shirahama-kachofugetsu,南紀白浜 和みの湯 花鳥風月,shirahama,和歌山県,https://shirahama-kachofugetsu.com/,https://travel.rakuten.co.jp/HOTEL/183409/review.html,https://www.jalan.net/yad351872/kuchikomi/,"公式で全24室、あえて大浴場を設けず各部屋に天然温泉を24時間楽しめる半露天風呂を用意と確認","Rakuten/Jalan/Yahoo surfaces mention in-room semi-open-air onsen, drinks while bathing, elderly family satisfaction, high privacy; public bath does not exist",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"大浴場なしの客室半露天温泉特化型。全室/24時間/高齢家族・プライベート需要を明確に扱う",https://shirahama-kachofugetsu.com/ ; https://travel.rakuten.co.jp/HOTEL/183409/review.html ; https://www.jalan.net/yad351872/kuchikomi/ ; https://travel.yahoo.co.jp/00913643/review/
accommodation,185,shirahama-kaishu,白浜温泉 浜千鳥の湯 海舟,shirahama,和歌山県,https://dormy-hotels.com/resort/hotels/shirahama_kaisyu/,https://travel.rakuten.co.jp/HOTEL/68224/review.html,https://travel.rakuten.co.jp/HOTEL/68224/68224.html,"公式/Rakutenで日本三大古湯・白浜温泉をかけ流し、混浴露天風呂、貸切露天風呂、大浴場、客室露天風呂を確認","Rakuten surfaces mention public/private/mixed open-air, ocean views, room open-air satisfaction, elderly family use, and foreign bath-use questions",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"共立リゾートの浴場多層型。混浴露天/貸切露天/大浴場/客室露天/外国人利用戸惑いを分ける",https://dormy-hotels.com/resort/hotels/shirahama_kaisyu/ ; https://travel.rakuten.co.jp/HOTEL/68224/review.html ; https://travel.rakuten.co.jp/HOTEL/68224/68224.html ; https://travel.gpoint.co.jp/daredoko/h12992/
accommodation,186,shirahama-sanrakuso,白浜温泉 ホテル三楽荘,shirahama,和歌山県,https://sanrakuso.co.jp/,https://travel.rakuten.co.jp/HOTEL/8226/review.html,https://travel.rakuten.co.jp/HOTEL/8226/8226.html,"公式/Rakutenで全室オーシャンビュー、22室の源泉かけ流し露天風呂付客室、2種の源泉を楽しむ大浴場と源泉客室露天風呂を確認","Rakuten shows large review pool; visible reviews mention room open-air with view, 8F room bath, public bath drink service, family/elderly use; third-party cites 2400+ review scale",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"源泉かけ流し客室露天22室+2源泉大浴場。部屋タイプ別と大浴場泉質を分ける",https://sanrakuso.co.jp/ ; https://travel.rakuten.co.jp/HOTEL/8226/review.html ; https://travel.rakuten.co.jp/HOTEL/8226/8226.html ; https://iteminfootodoke.com/blog/%E3%80%90%E5%92%8C%E6%AD%8C%E5%B1%B1%E7%9C%8C%E7%99%BD%E6%B5%9C%E6%B8%A9%E6%B3%89%E3%80%91%E3%83%9B%E3%83%86%E3%83%AB%E4%B8%89%E6%A5%BD%E8%8D%98%E3%81%AE%E5%8F%A3%E3%82%B3%E3%83%9F%E3%83%BB%E8%A9%95/
accommodation,187,shirahama-xyz-speciale,海絶景とギネス認定の宿 全室露天風呂付離れ XYZスペチアーレ,shirahama,和歌山県,https://xyz-speciale.xyz/,https://www.ikyu.com/00002920/,https://travel.rakuten.co.jp/HOTEL/182811/review.html,"公式で全室源泉かけ流し露天風呂付離れ、海絶景、ギネス認定宿として確認","Ikkyu/Rakuten/Yahoo surfaces mention room-only onsen, ocean view, slippery/toro water, no public bath, luxury extras/laser/Rolls-Royce, insects and unusual room-flow issues",official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,"全室離れ・部屋風呂のみ系。温泉そのものと演出/高価格/導線/虫を分ける",https://xyz-speciale.xyz/ ; https://www.ikyu.com/00002920/ ; https://travel.rakuten.co.jp/HOTEL/182811/review.html ; https://travel.yahoo.co.jp/00002920/review/
accommodation,188,akiu-sakurareikyu,仙台 秋保温泉 迎賓館 櫻離宮,akiu,宮城県,https://www.sakan.com/sakurareikyu/,https://travel.rakuten.co.jp/HOTEL/128486/review.html,https://travel.rakuten.co.jp/HOTEL/128486/128486.html,"公式/Rakutenでホテル瑞鳳別館、露天風呂付客室、渓谷美を望む離れ宿表面を確認","Rakuten review surface mentions room open-air bath size and temperature comfort, shuttle/瑞鳳本館 transfer, quiet annex, buffet or counter-meal split",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"瑞鳳別館として扱う。本館大浴場/別館客室露天/移動動線/食事会場を分ける",https://www.sakan.com/sakurareikyu/ ; https://travel.rakuten.co.jp/HOTEL/128486/review.html ; https://travel.rakuten.co.jp/HOTEL/128486/128486.html ; https://travel.gpoint.co.jp/daredoko/h25526/p2/
accommodation,189,zao-daikon-no-hana,温泉山荘 だいこんの花,miyagi-zao,宮城県,https://www.daikon-no-hana.com/,https://www.ikyu.com/00000799/review/,https://travel.yahoo.co.jp/00000799/review/,"公式で18室の離れ、すべて自家源泉掛け流しの美肌の湯、自然林の中の湯浴みを確認","Ikkyu/Yahoo/Relux surfaces mention room bath, 24h large bath, 4 private open-air baths, nature open-air satisfaction; some reviews say room open-air may not be necessary due strong shared/private baths",official_and_multi_review_surface_confirmed,ready_for_deep_review_pool_count,"客室露天だけでなく大浴場/4貸切露天が強い。貸切風呂マナー/音漏れ/客室湯温調整も確認",https://www.daikon-no-hana.com/ ; https://www.ikyu.com/00000799/review/ ; https://travel.yahoo.co.jp/00000799/review/ ; https://rlx.jp/25551/review/
accommodation,190,amaharashi-iso-hanabi,雨晴温泉 磯はなび,amaharashi,富山県,https://www.isohanabi.jp/,https://travel.rakuten.co.jp/HOTEL/108675/review.html,https://travel.rakuten.co.jp/HOTEL/108675/108675.html,"公式/Rakutenで富山湾絶景を眺める温泉、露天風呂付大浴場「ゆらく」、貸切風呂、日帰りサービスを確認","Rakuten/Yahoo/Jalan/JTB surfaces mention Toyama Bay/Tateyama view from open-air bath and rooms, large baths, private baths, but specialness can depend on view/weather expectation",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,"客室風呂より富山湾眺望大浴場・貸切風呂候補。景色依存の満足/天候期待を分ける",https://www.isohanabi.jp/ ; https://travel.rakuten.co.jp/HOTEL/108675/review.html ; https://travel.rakuten.co.jp/HOTEL/108675/108675.html ; https://travel.yahoo.co.jp/00030085/review/ ; https://www.jalan.net/yad316560/kuchikomi/
