kind,queue_rank,slug,name_ja,area_slug,prefecture,official_url,primary_review_or_ota_url,secondary_url,official_bath_or_product_fact,visible_review_pool_observation,verification_result,next_status,notes,source_urls
accommodation,201,isawa-koshien,銘庭の宿 ホテル甲子園,isawa,山梨県,https://www.hotel-koushien.jp/,https://travel.rakuten.co.jp/HOTEL/18659/review.html,https://travel.rakuten.co.jp/HOTEL/18659/CUSTOM/GW1865960302000546.html,公式/Rakutenで貸切家族風呂、露天風呂付き客室、大浴場、露天風呂、サウナ/岩盤浴系の利用導線を確認,"Rakuten review surface mentions tablet-reservable private open-air, suna/ganbanyoku, and public open-air bath temperature nuance",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,客室露天、貸切家族風呂、大浴場、サウナ/岩盤浴を分ける。ぬるい/冷たい系の温度信号も深掘り対象,https://www.hotel-koushien.jp/ ; https://travel.rakuten.co.jp/HOTEL/18659/review.html ; https://travel.rakuten.co.jp/HOTEL/18659/CUSTOM/GW1865960302000546.html ; https://travel.rakuten.co.jp/HOTEL/18659/18659.html
accommodation,202,isawa-wajoen,糸柳別館 離れの邸 和穣苑,isawa,山梨県,https://www.wajoen.jp/,https://travel.rakuten.co.jp/HOTEL/72019/review.html,https://travel.rakuten.co.jp/HOTEL/72019/72019.html,公式で露天風呂付き離れ、12室中露天風呂付き客室/離れ、源泉よりひいた温泉を確認,"Rakuten surface shows high rating/review pool marker; elderly guest use, bath/washroom ease, food/service strength are visible",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_with_room_count_recheck,公式は12室、Rakuten側は総部屋数9表記が見えるため現行客室数を再確認。離れ客室露天と共用浴場を分ける,https://www.wajoen.jp/ ; https://travel.rakuten.co.jp/HOTEL/72019/review.html ; https://travel.rakuten.co.jp/HOTEL/72019/72019.html ; https://www.489pro-x.com/ja/itoyanagi/wajoen/search/
accommodation,203,fujiyoshida-kaneyamaen,庭園と感動の宿 富士山温泉 ホテル鐘山苑,kawaguchiko,山梨県,https://www.kaneyamaen.com/,https://travel.rakuten.co.jp/HOTEL/19206/review.html,https://travel.rakuten.co.jp/HOTEL/19206/19206.html,公式/Rakutenで富士山温泉、屋上露天風呂、富士山ビューの露天風呂付き客室、カルシウム/ナトリウム硫酸塩泉を確認,"Rakuten surface includes room open-air usefulness for elderly parent, comfortable hot spring water, Fuji/garden view weather dependency",official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,公式住所は富士吉田市。205行と同一施設のため203を正本候補にして205を重複統合対象にする,https://www.kaneyamaen.com/ ; https://www.kaneyamaen.com/room/sanri/ ; https://travel.rakuten.co.jp/HOTEL/19206/review.html ; https://travel.rakuten.co.jp/HOTEL/19206/19206.html
accommodation,204,kawaguchiko-fufu,ふふ 河口湖,kawaguchiko,山梨県,https://www.fufukawaguchiko.jp/,https://www.ikyu.com/00002583/review/,https://travel.yahoo.co.jp/00002583/review/,公式で全室富士山ビューのスイート、客室の富士山溶岩露天風呂、天然温泉を確認,Ikkyu/Yahoo surfaces show room open-air/Fuji view strength; some review surface mentions room bath too hot and public bath size expectation gap,official_and_multi_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,高級客室温泉/Fuji view型。温度調整、共用浴場規模、価格期待値を深掘り対象にする,https://www.fufukawaguchiko.jp/ ; https://www.ikyu.com/00002583/review/ ; https://travel.yahoo.co.jp/00002583/review/ ; https://www.expedia.co.jp/Fujikawaguchiko-Hotels-FUFU-KAWAGUCHIKO.h30994578.Hotel-Information
accommodation,205,kawaguchiko-kaneyamaen,庭園と感動の宿 富士山温泉 ホテル鐘山苑,kawaguchiko,山梨県,https://www.kaneyamaen.com/,https://travel.rakuten.co.jp/HOTEL/19206/review.html,https://www.kaneyamaen.com/room/sanri/,203行と同一の公式施設。公式で屋上露天風呂、富士山ビュー客室露天、天然温泉を確認,Same review surface as 203; do not count as independent candidate or independent review pool,duplicate_identity_confirmed,merge_with_fujiyoshida-kaneyamaen,日本語名、公式サイト、住所情報から203と同一。河口湖エリア候補として入った重複を統合する,https://www.kaneyamaen.com/ ; https://travel.rakuten.co.jp/HOTEL/19206/review.html ; https://www.kaneyamaen.com/room/sanri/
accommodation,206,kawaguchiko-konanso,富士河口湖温泉 湖南荘,kawaguchiko,山梨県,https://www.konansou.com/,https://travel.rakuten.co.jp/HOTEL/31111/31111.html,https://travel.rakuten.co.jp/HOTEL/31111/CUSTOM/31111101215150848.html,公式/Rakutenで富士山側客室の露天風呂、温泉露天風呂付き客室、富士山/河口湖眺望を確認,Rakuten shows large visible pool marker; Yahoo surface mentions room open-air booking difficulty and renovated public bath/sauna comfort,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,富士山側客室露天と大浴場/足湯を分ける。予約困難・眺望・改装後大浴場信号を確認対象にする,https://www.konansou.com/ ; https://travel.rakuten.co.jp/HOTEL/31111/31111.html ; https://travel.rakuten.co.jp/HOTEL/31111/CUSTOM/31111101215150848.html ; https://travel.yahoo.co.jp/00002350/review/
accommodation,207,kawaguchiko-sunnide,Sunnide Resort ＜ホテル＆湖畔別邸 千一景＞,kawaguchiko,山梨県,https://www.sunnide.com/stay_senikkei.html,https://www.jalan.net/yad328136/kuchikomi/,https://travel.yahoo.co.jp/00908546/review/,公式で湖畔別邸千一景の客室露天風呂、富士山/河口湖眺望を確認,Jalan surface explicitly says room open-air is not onsen while public bath is onsen; Yahoo surface supports room view/open-air satisfaction,official_and_review_surface_confirmed_with_room_bath_source_issue,room_open_air_not_onsen_public_bath_check,客室露天は眺望価値が強いが温泉ではない可能性が高い。room_bath_hot_spring候補にせず public_bath_hot_spring と分離,https://www.sunnide.com/stay_senikkei.html ; https://www.jalan.net/yad328136/kuchikomi/ ; https://travel.yahoo.co.jp/00908546/review/ ; https://www.agoda.com/ja-jp/sunnide-resort-kashi-besso/hotel/fujikawaguchiko-jp.html
accommodation,208,kawaguchiko-yumedono,河口湖温泉寺 露天風呂の宿 夢殿,kawaguchiko,山梨県,https://www.onsenji.com/,https://www.booking.com/reviews/jp/hotel/yumedono.ja.html,https://www.ikyu.com/00000687/review/,公式で全室露天風呂付きの宿として確認,Booking review surface shows large global pool marker and room open-air/relaxation/service mentions; Ikkyu has smaller readable surface,official_and_global_review_surface_confirmed,ready_for_deep_review_pool_count,グローバルレビューが厚い高級客室露天型。Booking/Agoda/Trip系の多言語期待値と日本OTAを分けて読む,https://www.onsenji.com/ ; https://www.booking.com/reviews/jp/hotel/yumedono.ja.html ; https://www.ikyu.com/00000687/review/ ; https://www.expedia.co.jp/Kofu-Hotels-Fuji-Onsenji-Yumedono.h9635420.Hotel-Information
accommodation,209,yubara-aburaya,湯原温泉 八景,yubara,岡山県,https://hakkei-yubara.jp/,https://travel.rakuten.co.jp/HOTEL/177949/review.html,https://travel.rakuten.co.jp/HOTEL/177949/177949_onsen.html,公式/Rakutenで砂湯向かい、pH9.3アルカリ性高温泉、川の湯/空の湯/貸切家族風呂、天然温泉を確認,Rakuten surface mentions public bath slightly lukewarm and private bath hotter; 4travel old surface includes cleanliness/service negative signal,official_and_multi_review_surface_confirmed,ready_for_deep_review_with_negative_cleanliness_check,宿泊施設内の風呂と対岸の公共砂湯を混同しない。古い清潔感ネガティブは年代を分けて検証,https://hakkei-yubara.jp/ ; https://travel.rakuten.co.jp/HOTEL/177949/review.html ; https://travel.rakuten.co.jp/HOTEL/177949/177949_onsen.html ; https://4travel.jp/dm_hotel-10051087
accommodation,210,hanamaki-kashoen,花巻温泉 佳松園,hanamaki,岩手県,https://www.hanamakionsen.co.jp/kashoen/,https://travel.rakuten.co.jp/HOTEL/13482/review.html,https://www.hanamakionsen.co.jp/kashoen/spa/,公式で自家源泉、とろとろの湯、pH8.9/9.0、内湯と檜露天風呂、源泉利用の客室露天を確認,Rakuten/Jalan/Ikkyu surfaces consistently mention torotoro/slippery water texture and repeat bathing satisfaction,official_and_high_volume_ota_bath_surface_confirmed,ready_for_deep_review_pool_count,水質テクスチャー信号が強い候補。大浴場、檜露天、客室露天、自家源泉を分けてタグ化する,https://www.hanamakionsen.co.jp/kashoen/ ; https://www.hanamakionsen.co.jp/kashoen/spa/ ; https://www.hanamakionsen.co.jp/kashoen/rooms/ ; https://travel.rakuten.co.jp/HOTEL/13482/review.html ; https://www.jalan.net/yad338456/ ; https://www.ikyu.com/00000478/review/
